(Do Not Modify) Licence,(Do Not Modify) Modified On,(Do Not Modify) Row Checksum,Contact Email,Contact Phone Number,Establishment Address City,Establishment Address Postal Code,Establishment Address Street,Investigated / Applied Online,LG / IN,Licence Type,Licensee,Name,Notes,Website URL
b4ccf19f-4573-eb11-b81b-005056832755,"May 30, 2025 4:07 PM (PDT)",xI8mTbZMw1Si1Ojkesfcg7DuCgv5eUEt3UuqdHGB/Ad6sTehvkcNdD7ndAHOyZEACeAIxAPtSvI+JF0PZdVEKA==,,,FAIRMONT HOT SPRINGS,V0B1L0,PO  BOX 10,No,East Kootenay Regional District,Liquor Primary,FAIRMONT HOT SPRINGS RESORT LTD.,Fairmont Hot Springs Ski Lodge (039525),,
34c8f19f-4573-eb11-b81b-005056832755,"May 11, 2025 4:21 PM (PDT)",FISojM5aj0GF77PXb7I25dUVj61YBeCkbcwfSbpWandITiLgB8EEt0xWuElEfjFNbri82c9TWj92MZ/xcn4pGg==,,,FERNIE,V0B1M0,892 6th Avenue,No,Fernie,Liquor Primary,THE KODIAK LOUNGE LTD.,The Kodiak Lounge (303700),,
5cd7f19f-4573-eb11-b81b-005056832755,"June 2, 2025 2:39 AM (PDT)",XchF9idy8odYrS2Bf+gorJE+B35fjEcuN2/zJVBb7yMU9i0VvXN2fPrH9SXzAHqxyjQSSMBwZhSC8O6YEkT0sA==,,,FANNY BAY,V0R1W0,7480 Island Highway Site 11 C-18 RR  1,No,Comox Valley Regional District,Liquor Primary,0971815 B.C. LTD.,Fanny Bay Inn (015546),,
6b4cdabb-9673-eb11-b81b-005056832174,"April 15, 2025 4:23 PM (PDT)",YhN1iDTufp2G+JY4Qpn02aMGezC6/0wsxnS9YtY5TG1KCeZ394omdPKs7ksIYrz3JSVZHL/LFLqKk76HLORk7Q==,,,FERNIE,V0B1M6,5339 Ski Hill Rd,No,Fernie,Liquor Primary,Resorts of the Canadian Rockies Inc.,Legends (301216),,
0cd7f19f-4573-eb11-b81b-005056832755,"February 3, 2025 8:00 PM (PST)",Szh4qyeYz6QwhvEk63Dj8bRd3v7uYKyFG4rT4vAbMIPCjePIfURdqxAw0mimmIUHJPCm/3z1TuO0R9wG4EO6sg==,,,FERNIE,V0B1M0,991 6TH AVE,No,Fernie,Liquor Primary,The Fernie Ghostriders Junior A Hockey Club,FERNIE MEMORIAL ARENA (202326),,
9cd3f19f-4573-eb11-b81b-005056832755,"April 15, 2025 3:27 PM (PDT)",vQk+OhgkrxSRNJnyqlvV3lw4/VJOwiX2ttDpTJrgrydXSIDTYaDFkXSCyXbVLMGKgv6w+nczmFz5outyNvTniQ==,,,FERNIE,V0B1M6,5346 HIGHLINE DR,No,Fernie,Liquor Primary,Resorts of the Canadian Rockies Inc.,LIZARD CREEK LODGE (210075),,
a2ccf19f-4573-eb11-b81b-005056832755,"May 11, 2025 4:33 PM (PDT)",UhhSYnIErne/h5ziCKcre1wkBK/QVaGoNKl8AxiBo1+sa9C5601z9xnRemu0uQu1Y1GBxfnyGvOOWInKv2YDXQ==,,,FERNIE,V0B1M0,401 2nd Avenue,No,Fernie,Liquor Primary,636198 B.C Ltd.,Brick House (201207),,
1ad3f19f-4573-eb11-b81b-005056832755,"April 15, 2025 4:02 PM (PDT)",Kc+UzJFqckxv589VibRjNBazt6bK+NAvU+CBHGcje3LdKpKQMKZfIh3pKjvwyWa7W0zbuMkF/4LcJt9ceWHfbQ==,,,FERNIE,V0B1M6,5339 Ski Hill Road,No,Fernie,Liquor Primary,Resorts of the Canadian Rockies Inc.,FERNIE ALPINE RESORT (104981),,
e4d6f19f-4573-eb11-b81b-005056832755,"May 11, 2025 4:41 PM (PDT)",CyoRASApjiNbES18UVlv5qfzcQbjBnxjKkoGTXh6fd+4ZsH1E0M5trTTeP/f9Ln7zm4FBDS0R93IBa1Q9a+14g==,,,FERNIE,V0B1M0,741 HWY 3,No,Fernie,Liquor Primary,357672 B.C. Ltd.,PARK PLACE LODGE (029481),,
b8caf19f-4573-eb11-b81b-005056832755,"May 8, 2025 2:44 PM (PDT)",8L5nguoo7XK+ESP5JXo6e9S4JSqNv3QMyCubU+yQ+lkh1bis1xcMqa0SrRGcWaXnEhRJx5VMfKo+83ZhBrsysA==,,,FOREST GROVE,V0K1M0,4535 Canim-Hendrix Lake Rd PO  BOX 38,No,Cariboo Regional District,Liquor Primary Club,Royal Canadian Legion Branch 261,"ROYAL CANADIAN LEGION, BRANCH NO. 261 (033811)",,
694bdabb-9673-eb11-b81b-005056832174,"May 11, 2025 4:36 PM (PDT)",jTwZcLftItAl/JlHqPM8FKFHHHS8qLSMEPRbmLnm6L1DQOTFvmiZbg/nua74a29us/ygiqu5t2JG+oEvxWD0PQ==,,,FERNIE,V0B1M0,561 2nd Avenue,No,Fernie,Liquor Primary,1276673 B.C. LTD.,The Northern Hotel (023845),,
7cd6f19f-4573-eb11-b81b-005056832755,"May 12, 2025 2:58 PM (PDT)",41qiTsFhV7aXTlN1FqwjuiRM788VENN3DcoxW/5Wht8l5bZZHgYq9XOnim2VeEOOH8KCGdD/SO0i2yjBcdzcAg==,,,FERNIE,V0B1M0,691 1st Avenue,No,Fernie,Liquor Primary,578097 BC Ltd.,The Fernie Hotel (015641),,
e0f5bcc5-4d73-eb11-b81b-005056832174,"May 20, 2025 6:00 AM (PDT)",+NuGqL3Xnd7zwknwD5gUvBchUolojVAARUuJehfQKFGf8lqERydfTrgSAZANJTqj3G3+VoxaY1q8uQp4bPWV6w==,,,FORT LANGLEY,V1M3S2,9273 Glover Rd,No,Langley - City,Liquor Primary,THE FORT NEIGHBOURHOOD PUB LTD.,Fort Pub (031731),,
167dd2c1-9673-eb11-b81b-005056832174,"April 25, 2025 6:27 AM (PDT)",K8Pysv5cSYQdHhjA6WoPy6lO1w/VuRBqqbiGh9L3+8VpkYVA3nK5KcQit0S+b4HeIxXc5UOyBSSqZCPYKoWmhw==,,,Fort Nelson,V0C1R0,3995 50th Avenue South,No,Fort Nelson,Liquor Primary,ED BULLEY VENTURES LTD.,One Lounge (182017),,
1ccef19f-4573-eb11-b81b-005056832755,"August 22, 2024 5:01 PM (PDT)",Ew06lQSpUCQlfx295sYbb+ze0kHYUijgS5hqwLSCHmpCrHRtfUpZjp+N5WZMsLZwg7bWGl35gUS1GgY/t150Yg==,,,Fort Nelson,V0C1R0,4501 50th Avenue South,No,Northern Rockies Regional Mun,Liquor Primary,Fort Nelson B.P. Operations (2015) Ltd.,Boston Pizza (307120),,
e5c0482a-8f73-eb11-b81b-005056832174,"April 25, 2025 6:16 AM (PDT)",oT0R5VNndGEVcPdd8qzsBc4LZBCf4bC+f39zFkFfNL+zXFwoNaAkESkwRtY4PxWjdp2YUwmUKJPcvbcuvMNC8w==,,,Fort Nelson,V0C1R0,5431 50 Ave,No,Fort Nelson,Liquor Primary,Pioneer Pilsener Enterprises Inc.,The Royal (003436),,
b27dd2c1-9673-eb11-b81b-005056832174,"April 28, 2025 4:30 AM (PDT)",YSNccpfM07xTosUOtk4Rwq52LfjSjgMWPreq0kemEkD2H6csDeuEUtb1ytsAGfYKWKvMBDG7NfpZgS4/oo9bYw==,,,Fort St. John,V1J3X3,Unit 104 - 9123 - 100 Street,No,Fort St. John,Liquor Primary,The Canadian Brew House (Fort St. John) Ltd.,The Canadian Brewhouse & Grill (307726),,
24cff19f-4573-eb11-b81b-005056832755,"October 15, 2024 10:40 PM (PDT)",svKmnnlZ2R9OaI91MM74+8Qj0nVUShilzT9a+VTZUdV5iiA/SPTCSDZKicX8VpDpyfd9DcCimoVf4eaHZ8m0Pg==,,,Fort St. James,V0J1P0,1507 Stones Bay Rd,No,Fort St James,Liquor Primary,North Arm Pub Ltd.,North Arm Pub & Grill (038391),,
70c7f19f-4573-eb11-b81b-005056832755,"January 8, 2025 12:00 AM (PST)",FB41v6QCaR1qhxNIzSoMTDVltcOPEye/pDbvFmGWCGPsoJVht5dv9MZCT/phemspsQegA8ti+5h00Ib69eXTLA==,,,Fort St. John,V1J1Y7,10015 - 100 Avenue,No,Fort St. John,Liquor Primary,NORTH PEACE CULTURAL SOCIETY,North Peace Cultural Centre (308280),,
22cff19f-4573-eb11-b81b-005056832755,"January 7, 2025 9:00 PM (PST)",CHUGE1bfm8hqmOKAitF0w8IM4owP7nPZtqbtNqsvicAErDL1pR7wWmVYkAs2FaIM2Q2YKYCyXMTX5/6jYlFW6g==,,,Fort St. John,V1J4J3,9504 96th St PO Box 6932 Stn Main,No,Fort St. John,Liquor Primary,FORT ST. JOHN CURLING CLUB,FORT ST. JOHN CURLING CLUB (062533),,
42caf19f-4573-eb11-b81b-005056832755,"September 4, 2024 10:00 PM (PDT)",iLYyd52IVkTU5LoBRZczVx7nR5F0A5DtpzqnzFV7gueQwXz66AMiQXgqmqeKxBxowMFW3qRUjH/4ZJYgzkZ7Bg==,,,Fort St. John,V1J4C3,10116 104TH ST,No,Fort St. John,Liquor Primary,Fort Bowling Lanes Ltd.,FORT BOWLING LANES (168317),,
94cdf19f-4573-eb11-b81b-005056832755,"August 14, 2024 5:15 PM (PDT)",7Jr1DYAn/NrD8x8kgmmhhTZl9pkCwOstj4A9kzbg4qHV++g8p4VK+ZHC1cMwqlBtiXhr0R5FxAtqUPzNynCQGg==,,,Fort St. John,V1J1W4,8163 100TH AVE,No,Fort St. John,Liquor Primary,0955567 B.C. LTD.,CASEY'S NEIGHBOURHOOD PUB (031285),,
f07cd2c1-9673-eb11-b81b-005056832174,"April 28, 2025 5:22 AM (PDT)",DQ7c6hR+o88uZwgH5HiTqGSLmA86aH+taNst1QMcGJqMSG8ar6JG52Z2T0SsVtVS5QfYzYYuK+FuhQqE0/gWwg==,,,Fort St. John,V1J1B1,10419 Alaska Road,No,Fort St. John,Liquor Primary,JORDAN DEVELOPMENT CORPORATION LTD.,The Hitching Post Pub & Grill,,
18cdf19f-4573-eb11-b81b-005056832755,"June 17, 2024 9:29 PM (PDT)",zMBrpaoJL7PLT8oMleGad3/cO19c3LUTDdfnPpbyjSHtS0Cuoc/v93kNeOhcURbKXANhBtVKirwqSG8Fe48zzQ==,,,Fort St. John,V1J2M4,10103 105TH AVE,No,Fort St. John,Liquor Primary Club,Royal Canadian Legion #102,"ROYAL CANADIAN LEGION, BRANCH NO. 102 (046134)",,
80d6f19f-4573-eb11-b81b-005056832755,"May 6, 2025 8:37 PM (PDT)",HAnvvtA8R4s+m8cApC3F2rnuov/V7EQWPTwq4p0Jxhfc6R1aS2fcmk6u02Aczi3l7xyf6XmSrhALEFDUMqzlhg==,,,FORT STEELE,V0B1N0,9851 Hwy 93/95,No,East Kootenay Regional District,Liquor Primary,FRIENDS OF FORT STEELE SOCIETY,Windsor Hotel (308014),,
1ccaf19f-4573-eb11-b81b-005056832755,"May 31, 2025 6:11 AM (PDT)",8H+o5jvMKVHy/Rd7JU1mT4GWW33yrg5xmfJy/rmJDfvT5RTrF/pyda84l1e7mGWtFEUuWxodWxnsaWg+GV+gww==,,,FRASER LAKE,V0J1S0,CRN  CHOWSUNKET & CARRIER CRES,No,Village of Fraser Lake,Liquor Primary,RCL Legion Branch 274,"ROYAL CANADIAN LEGION, BRANCH NO. 274 (084536)",,
46d6f19f-4573-eb11-b81b-005056832755,"May 31, 2025 6:08 AM (PDT)",AhPIeGC7IMe7wKC6oIln06jcmjymUn79MjgZizeYIL3nhl4j2FfxyDa3C4lxnp6QRB1AFBp6bLwU3YqRO2J06A==,,,FRASER LAKE,V0J1S0,111 Chowsunket W,No,Village of Fraser Lake,Liquor Primary,1064500 B.C. Ltd.,Fraser Lake Inn Pub,,
72d6f19f-4573-eb11-b81b-005056832755,"June 2, 2025 7:55 PM (PDT)",N+ZCeMzajQuf4CxTiHaykAKThJgC5GgCAvnB+4CZRsSPfs8qiMrPchIgLIqiTy9iugch0wJFD2VKitBJgHZ+IQ==,,,GABRIOLA ISLAND,V0R1X7,3383 South Road,No,Islands Trust,Liquor Primary,SILVA BAY RESORT & MARINA LTD.,Silva Bay Pub (036111),,
eacef19f-4573-eb11-b81b-005056832755,"January 14, 2025 4:00 AM (PST)",CRt0+J8f5BgfuTd1Mra5lfZANIInYT/sqfvWJGy5/Vy9wnQ8TekBA0e1tTDDdCvW8I8esubs1T+fLox0ACqmvQ==,,,FRUITVALE,V0G1L0,435 PINE AVE BOX 146,No,Fruitvale (Village of),Liquor Primary Club,BEAVER VALLEY CURLING CLUB,BEAVER VALLEY CURLING CLUB (078433),,
d0caf19f-4573-eb11-b81b-005056832755,"May 21, 2025 6:28 PM (PDT)",ouUdOWyd7sHpfkA726PoH+7J/IO1aM2KewJYBrEQ222YxGIS3/5/7Zak1FGZhsYve9q6g34xhgptYvy3XsnmXA==,,,FRUITVALE,V0G1L0,1938 MAIN ST,No,Fruitvale (Village of),Liquor Primary,677003 B.C. LTD.,Fruitvale Hotel (016047),,
14d4f19f-4573-eb11-b81b-005056832755,"September 11, 2024 9:00 PM (PDT)",3NAWnbI+WV/5Ime89JD3GwTj8gks7v5Ek4+Vn1LP0PLOyYbmQBMti+6XNghfitw2B953LbimzMUBjrvX9kN2sA==,,,GALIANO ISLAND,V0N1P0,47 Sturdies Bay Road,No,Islands Trust,Liquor Primary,TEKATCH HOLDINGS LTD.,HUMMINGBIRD INN (101891),,
aec8f19f-4573-eb11-b81b-005056832755,"June 2, 2025 2:10 AM (PDT)",ozWtI8B572zjpvy9XTL2rkViaQR62Bjrp9uoWC3kZPz0XxyJG/7HXgpS6GzhFyK7ufO+mwRS4GLdAMW2zwii9Q==,,,GARDEN BAY,V0N1S0,4958 Lyons Rd,No,Sunshine Coast Regional District,Liquor Primary,KOKANEE EQUITIES LTD.,Garden Bay Hotel (016246),,
50d7f19f-4573-eb11-b81b-005056832755,"May 5, 2025 10:12 PM (PDT)",QOGb4l3UOORVYB9w7g8tYhA7uO+oKBkF+WmrQGErVsXOTmeNyB2VZeZSEefBkKxPcLfQcJ+2Bgt4Hf1l8Yz5ww==,,,GARIBALDI HIGHLANDS,V0N1T0,40456 GOVERNMENT RD BOX 779,No,Squamish,Liquor Primary,516400 B. C. LTD.,SHADY TREE PUB (176019),,
d87dd2c1-9673-eb11-b81b-005056832174,"March 19, 2025 10:39 PM (PDT)",pRQxJCx7dHhxaQ/r2gY5trPdAj/vpDst/OOZ962Z+4/a+dXS88BVqhL3VIiYlU5ubUvOSt7+kh7Y5YiMeDjDHg==,,,GARIBALDI HIGHLANDS,V0N1T0,40330 TANTALUS WAY,No,Squamish,Liquor Primary,TANDOORI FLAME INDIAN CUISINE LTD.,Tandoori Flame Indian Cuisine & Sports Bar,,
5cd2f19f-4573-eb11-b81b-005056832755,"March 11, 2025 4:45 AM (PDT)",tSpH5/HZAgnZnlKAOZSmA8ghh5fCCxC9m0702NvBYRtIPsxo0qQmV2joO1H/OwoMN8nt/SdrfOw5QzX7zIPxLw==,,,Gibsons,V0N1V7,966 Venture Way,No,Gibsons,Liquor Primary,BLACKFISH PUB LTD.,Black Fish Pub,,
ee7cd2c1-9673-eb11-b81b-005056832174,"May 27, 2025 10:23 PM (PDT)",FFdd9+0cvOzjH4/dCLs472q8CN/Z70c6tcGp7CMBJ+mZHbmo2xh4dQ5VENXL0nd9LFhAWjgtMSTLYck47hLnPw==,,,GARIBALDI HIGHLANDS,V0N1T0,40194 Glenalder Place,No,Squamish-Lillooet Regional District,Liquor Primary Club,Royal Canadian Legion Br 277,"ROYAL CANADIAN LEGION, BRANCH NO. 277 (064531)",,
30d4f19f-4573-eb11-b81b-005056832755,"May 8, 2025 6:45 PM (PDT)",IUToJE5/Otrxcp5+TLO164jlmtMUPVW9FerIwJDbLCYOlciVrOKe1c5t36Ah42Z1J8A4XZqrw4JOGFsOb6CpNA==,,,Gibsons,V0N1V9,747 Gibsons Way,No,Gibsons,Liquor Primary Club,ROYAL CANADIAN LEGION BRANCH 109,"ROYAL CANADIAN LEGION, BRANCH NO. 109 (019630)",,
c8cdf19f-4573-eb11-b81b-005056832755,"March 25, 2025 6:00 PM (PDT)",fS4LwCSE2J0XPArT0cVKv0/mXMO2BtEWf+W9Wotb4ZhMnFNfzbDNsvnehnMZ4jRIxJNNKKCys9EHD1T834xR0g==,,,Gibsons,V0N1V0,412 Marine Dr,No,Gibsons,Liquor Primary,GRAMMAS MARINE INN LTD.,GRAMMA'S MARINE INN (032294),,
b0cef19f-4573-eb11-b81b-005056832755,"December 2, 2024 10:41 PM (PST)",fRF6Lyw61vV0ijJBJK7qrBMPUiUmOGrX+BtXcjvbt44UpVFtQZ147H3n9Xb4yzgbfl05mqXcSw8cs1sDcNxSwA==,,,Gold Bridge,V0K1P0,Tyax Drive,No,Squamish-Lillooet Regional District,Liquor Primary,TLH HELISKIING LTD.,Tyax Wilderness Resort (116468),,
12d5f19f-4573-eb11-b81b-005056832755,"December 2, 2024 10:41 PM (PST)",7r7dmBMLgkV6mAOWpPAVHxFRAZAdJzlp0cQcavu/H6S5lRsolsHF8UmKqgRj+/tgZo4sjWTn+dsJd9N9+se1gA==,,,Gold Bridge,V0K1P0,3900 Lillooet Pioneer Hwy,No,Squamish-Lillooet Regional District,Liquor Primary,BRALORNE PUB INC.,Bralorne Pub (164071),,
7ccff19f-4573-eb11-b81b-005056832755,"March 3, 2025 4:52 PM (PST)",nv/HmVUusZ2wfujJEt0nn0HJUvF6H5MOODbrQj4Npe889rg0v/kEuk5V2o7XO4VAg+uIfsvA3noo8d/ydqasGg==,,,GOLD RIVER,V0P1G0,100 Muchalat Dr,No,Gold River,Liquor Primary,The Lodge at Gold River Ltd.,The Lodge at Gold River (307881),,
10d5f19f-4573-eb11-b81b-005056832755,"December 2, 2024 10:41 PM (PST)",Yu25s9Xyb2Y3WBnFyPQOkLwG9jXQyGLng3ioYtipkax/8qox5tyLzOaPkprscF+dlc9elsimDXGdQcOU3h3PjQ==,,,Gold Bridge,V0K1P0,GENERAL DELIVERY,No,Squamish-Lillooet Regional District,Liquor Primary,7025718 CANADA LIMITED,GOLDBRIDGE HOTEL (006767),,
ecd0f19f-4573-eb11-b81b-005056832755,"April 1, 2025 8:05 PM (PDT)",LaihO+TnTXibOXqe/0YNwbhgyZWf5uLdcLZTREQLYbDOOOtFYN/viljomA4Iz8fC3wPFJILRoC8ZUfO1Yl6YgQ==,,,GOLDEN,V0A1H0,1549 Kicking Horse Trail,No,Columbia Shuswap Regional District,Liquor Primary,Horse Power Hospitality Inc.,Extreme Peaks Food & Drink (304751),,
a8d6f19f-4573-eb11-b81b-005056832755,"April 1, 2025 8:05 PM (PDT)",bpyInkaYu3l0p+Wzi2LycZTSZcIBdkEhJf5hAueaXdfwHUuAsXJwvPE1stuE04dp7SVNjc5I0BQBmHXaM2gnXw==,,,GOLDEN,V0A1H0,506 8th Avenue North,No,Golden,Liquor Primary,Kicking Horse River House Cafe Ltd.,River House Tavern (302828),,
24cbf19f-4573-eb11-b81b-005056832755,"September 24, 2024 6:00 PM (PDT)",Ee03GVZv5Tv7Sq8i+ZpE6z+FJGtqXsxR6GsuyzMkizSAsCXJwwtmpLxgfdqr3L/RCdolf41VXVlGa+BP3eZHBg==,,,GOLD RIVER,V0P1G0,397 Donner Court,No,Gold River,Liquor Primary,THE RIDGE NEIGHBOURHOOD PUB AND RESTAURANT INC.,The Ridge Neighbourhood Pub (135900),,
c0d0f19f-4573-eb11-b81b-005056832755,"April 1, 2025 8:05 PM (PDT)",c1tp221YXfB2VfUkAazKijRRsDRuxHvbyB6rcmr7CdT6iPpBGHDCUA0RLknoV7ZthGmwnJVtIbXzyvWlCRAjSQ==,,,GOLDEN,V0A1H0,1593 Cache Close,No,Columbia Shuswap Regional District,Liquor Primary,SAYA HOTELS LTD.,Kicking Horse Saloon (302317),,
fa7cd2c1-9673-eb11-b81b-005056832174,"April 10, 2025 1:38 AM (PDT)",g1pS7QDNqgDxNI1SQRBJNov0qx6ygYQjqmJVqah3xqWANVPb0AYvRCOyODsjrKRgzLd3i1XOxu2TrN7WkL38nw==,,,GOLDEN,V0A1H0,505  9th Ave. N.,No,Golden,Liquor Primary,The Range Sports Grill Ltd.,The Bar and Grill (301232),,
e27dd2c1-9673-eb11-b81b-005056832174,"June 2, 2025 5:39 PM (PDT)",lw9qWFbEOEiUR8JljoTyCrGsNFqQJKa7WZTe1ImgNBxFp2ILAp2RNknw8Bq2UF4GOTKgT9gMZPQJYc3OMIXeXQ==,,,GOLDEN,V0A1H0,1049 Trans Canada Hwy N,No,Golden,Liquor Primary,Huber Developments Ltd.,RG's Cantina (160035),,
94d5f19f-4573-eb11-b81b-005056832755,"April 11, 2025 6:57 PM (PDT)",Dqgv82wnk5peU05BreVhQ9qU5xX2bhhZTiMwKULYsZOD8ad9xuCi4hLRXgUdvYUL29RZ7Dre1B299X7hJN+Bxw==,,,GRAND FORKS,V0H1H0,7248 2nd Street,No,Grand Forks,Liquor Primary,Sandp Holdings Inc.,Clyde's Pub (217992),,
ee01e439-7491-eb11-b828-005056836bf0,"April 7, 2025 6:01 PM (PDT)",/9rjcVq8lPLoEgTSiWO7a/f5wwZ2tPHk5LtOAm829h0WLoK56QuI651wtb9cB7YegLr7bBtlYXE7jzAgD+1CEQ==,,,GRAND FORKS,V0H1H0,7319 2nd St.,No,Grand Forks,Liquor Primary,The Wooden Spoon Bistro Ltd.,The Bar + Kitchen,,
f4d2f19f-4573-eb11-b81b-005056832755,"April 10, 2025 1:34 AM (PDT)",RaAVEg6pYW3HG0TDvumRVsIe2EbzME5UNQPmmuJgQb9AJXdRMa6n7rls6kYAm+tMb3Fb+UcUHemQ1EG/5J6Iuw==,,,GOLDEN,V0A1H0,429 9th Avenue N,No,Golden,Liquor Primary,The Canyon's Edge Steakhouse and Grill Ltd.,Rockwater Grill and Bar (010140),,
c0cbf19f-4573-eb11-b81b-005056832755,"June 4, 2025 1:53 PM (PDT)",Ol+qMBbo3XMAMaRgFpq+rKBxsc6id9+eamCTPvoYoQWUkCeTjBMaNFcZ4JCG+xTqtyZXbsIBz6+OQ2zeRlBWQQ==,,,GRAND FORKS,V0H1H0,7353 6th Street,No,Grand Forks,Liquor Primary Club,ROYAL CANADIAN LEGION BRANCH #59,"ROYAL CANADIAN LEGION, BRANCH NO.  59 (022532)",,
974bdabb-9673-eb11-b81b-005056832174,"April 7, 2025 5:57 PM (PDT)",9BJ1KPdzF9kB7zeSR0FnilBmBvTSfcg3yNyrbTdGlRbRN5ZqMAqiBpCpFgreyi//vBzc3gzvUv5rx2kNxMNH2g==,,,GRAND FORKS,V0H1H2,7654 DONALDSON DR,No,Grand Forks,Liquor Primary,Grand Forks Station Pub Inc.,GRAND FORKS STATION PUB (164553),,
75bc5fe7-9173-eb11-b81b-005056832174,"May 16, 2025 9:58 PM (PDT)",rZ8tTetFL6RmtarzgaHBLl62OlTaH6UVkoKlaKrk4/HkgP8a/JxJUjeeMUJDWnmJQtzIOIpa4AfdVhh5vaO5jg==,,,Harrison Hot Springs,V0M1K0,222 Cedar Ave,No,Harrison Hot Springs,Liquor Primary,SETTLER LIQUOR OPERATIONS INC.,Old Settler Pub (152684),,
16cef19f-4573-eb11-b81b-005056832755,"May 31, 2025 12:18 AM (PDT)",2XBgBQranvyhpxnZYLfJrMquIjJIr+FK4DlYFm+3/K8kgjh5fzyHOrbGbRtN51J7yXZFiVvma/anph8n6DL02g==,,,GRINDROD,V0E1Y0,6927 Highway 97A,No,North Okanagan Regional District,Liquor Primary,373731 B.C. LTD.,Riverfront Pub (115459),,
17bc5fe7-9173-eb11-b81b-005056832174,"May 5, 2025 4:21 PM (PDT)",I1NNVCAVnrclpgqDkB3GmCCogq4LIuOWkUNEl4TR+jl+gEWjaLLY97i3C8w1bVXw7vGHRc+0SzU601GrPLp6SQ==,,,Harrison Hot Springs,V0M1K0,100 Esplanade Ave,No,Harrison Hot Springs,Liquor Primary,Harrison Hot Springs Resort & Spa Corp.,Harrison Hot Springs Hotel (133462),,
2cc9f19f-4573-eb11-b81b-005056832755,"July 5, 2024 6:05 PM (PDT)",m5IBpCR50uT1Ek9gYUjy8o/W6Q9G1UIR1n63GU3Mjho8bP2A5etVUaiwMfDO7k4iqEkSbww/w9o0lqOonT1b8Q==,,,HAGENSBORG,V0T1H0,MACKENZIE HWY,No,Central Coast Regional District,Liquor Primary Club,ROYAL CANADIAN LEGION BRANCH 262,"ROYAL CANADIAN LEGION, BRANCH NO. 262 (019032)",,
f0d6f19f-4573-eb11-b81b-005056832755,"April 14, 2025 8:58 PM (PDT)",BReTQA5dsgibuHXYcgax2tu9sGwVSQvmFgZG0SnNKO1wdmlO6fPR4aLusI2GMQpJqjT7gZOljjt/RaEj8Pgr0g==,,,Harrison Mills,V0M1L0,46001 Lougheed Hwy,No,Fraser Valley Regional District,Liquor Primary,SASQUATCH INN LTD.,Sasquatch Inn,,
50ccf19f-4573-eb11-b81b-005056832755,"May 21, 2025 1:48 AM (PDT)",G7lapR6XBucnqiEdGbCqquouUDf+v9foBqFOShYW2dMwAz0A7fX82kO9LVJtysusiiCt96bWRWzM2x0fuYXt9g==,,,HAZELTON,V0J1Y0,Omenica Street,No,New Hazelton,Liquor Primary,ANSPAYAXW DEVELOPMENTS LTD.,Steelhead Pub and Grill,,
57ba5fe7-9173-eb11-b81b-005056832174,"May 15, 2025 12:27 AM (PDT)",VY44quXXOVC5NmZQVi27JWXd40YnTicKMSeC+5G71sMYm/Cjw+JRhXK0WOHYqcTS2Thb/k9TszgH6GlzjJ5XMQ==,,,Harrison Hot Springs,V0M1K0,234 Esplanade Ave,No,Harrison Hot Springs,Liquor Primary,Milos Greek Taverna Ltd.,Milos Greek Taverna (001685),,
e8d6f19f-4573-eb11-b81b-005056832755,"March 27, 2025 5:00 PM (PDT)",v6fTVWkUhF+0w7NZL2+ZTLbFP4L2a3PbL42frjQEmKqZ0VT/q6tJDrhmqcpOn/cn8XTTXeGcXmemtYxbKWEMng==,,,HERIOT BAY,V0P1H0,1530 West Road,No,Strathcona Regional District,Liquor Primary Club,R.C.L. # 154,"ROYAL CANADIAN LEGION, BRANCH NO. 154 (097037)",,
26caf19f-4573-eb11-b81b-005056832755,"June 14, 2024 8:07 PM (PDT)",TX6rlIDeYJD2wJy6UGqHea+/uV2Ib2d4CQn8zfrmRZSnQyiJ+pvUvpvzsZKvlRISnDLWHV7a4aZLa09LTUFQvQ==,,,HOPE,V0X1L0,344 FORT ST,No,Hope,Liquor Primary Club,R.C.L. # 228,"ROYAL CANADIAN LEGION, BRANCH NO. 228 (087233)",,
3ecef19f-4573-eb11-b81b-005056832755,"April 14, 2025 9:48 PM (PDT)",yjc4NRuAtTOdlbAon8kljmP92jiL6BkRDHwJoO/C0BWvFT3nPzoHwpmRhhn4pDBGz6aHXFuUR7HKADrqokurmg==,,,HOPE,V0X1L0,584 Wallace St,No,Hope,Liquor Primary,HOPE RECREATION LTD.,Sunshine Lanes & King Pin Lounge (036530),,
9ce3c0e7-8e22-ef11-b84b-005056836bf0,"May 6, 2025 3:57 PM (PDT)",eWWUPslv1l8sXQe8gtnSR9r/dKH5DQNrFLkENNwwz/VikOkf3qqTDO3/AhfSbTSamiIzQ2LKbWNPgaU4aNnb7w==,,,HOUSTON,V0J1Z2,2350 Butler Avenue,No,Houston,Liquor Primary,HOUSTON LINK TO LEARNING SOCIETY,The Plaza,,
3a7dd2c1-9673-eb11-b81b-005056832174,"April 14, 2025 10:00 PM (PDT)",QNyUuQlrbPunGsHgRQZ44ryPYeSJpu+HoG+ttbTI/HDbDNM53L+SB4KVmGK64ri1hmKlRM3tTNKQt1oN8D6Ypw==,,,HOPE,V0X1L2,19974 Silverview Rd,No,Hope,Liquor Primary,HOPE LOCAL HOUSE LTD.,Hope Local House -Silver Chalice Pub (034574),,
